air_date,card
"May 8th, 2001","CHUCK LORRE PRODUCTIONS, #82    <br/><br/><br/><br/>Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Gone fishin'. Well, not really. I don't particularly care for fishin'. I enjoy a nice piece of fish, but not fishin' per se. I suppose I could've said ""gone nappin',"" but that doesn't sound quite right. There will be moments when I'm quite conscious. Other phrases I considered were ""out to lunch,"" but you can see the problem there. So, for the time being, we'll just stick with the fishing metaphor, ignore its dated quality, yet take the time to relish its timeless intent."
"May 1st, 2001","CHUCK LORRE PRODUCTIONS, #81    <br/><br/><br/><br/>Exhausted... can't form sentences... wrapping D&G, shooting two pilots, moving Mom, learning to dance, planning a wedding... must get help... so tired... can't go on like this... need to sleep... evil secret... hoping for strike... so physically depleted my face hurts... yeah, I know, it hurts you too, ha ha, aren't you clever... seem to get cranky for no reason at all... newfound conviction that I can play piano like Herbie Hancock... bad sign... can't play piano at all... over-using ellipses... Dammit, why is her nose shiny?! Where the hell is makeup?!... Wondering whether I'm paranoid in thinking that an overdue phone call is the first sign of the apocalypse... gleefully looking forward to long plane ride in reclining seat... Dim awareness that all this shall pass... fight or flight... or fandango... uh-oh... language skills slipping away... must finish vanity card before power belt loses charge... must close with joke... knock, knock, who's... oh, dear God, the phone's ringing!"
"Apr 24th, 2001","CHUCK LORRE PRODUCTIONS, #80    <br/><br/><br/><br/>Okay, I don't know about you but I'm impressed. Eighty vanity cards! C'mon, that's really something. As a general rule, the only time I ever do anything with the number eighty attached to it is play fifteen holes of golf. But I can now look back with pride on having had the discipline and creativity to communicate something of value eighty times. Now I know some of you are thinking the phrase ""something of value"" might be overstated. Well, may I remind you, I've always had the option to create a vanity card which had value only to to me (a photo of my dog drinking from the toilet springs to mind). Instead, I chose to wrestle words into some sort of meaningful form... eighty times. Have I been successful? That will have to be determined by people who haven't written eighty vanity cards. What remains indisputable, however, is that the deed is done. Eighty vanity cards can be read, relished, or rejected. I now have something in common with the legendary author, Jules Verne. He wrote a story entitled, Around The World In Eighty Days. I wrote eighty vanity cards. At this rate, it won't be long before I have something in common with secret agent Maxwell Smart's beautiful partner and a lot of bottles of beer on the wall. Oh, that'll be a vanity card to remember."
"Apr 10th, 2001","CHUCK LORRE PRODUCTIONS, #78    <br/><br/><br/><br/>I was told last night that I absolutely must have a vanity card ready by this morning. Well, here it is, morning, and I'm scrambling to compose something worthy of my weekly, two-second blast of self-indulgence. As I ramble into the third sentence I remain clueless as to what my theme or motif might be. Of course, my lack of theme might be exactly what I'm looking for. Perhaps this is more of a jazz-style vanity card. A riff. An improvisation that strips words of their meanings and hurls them at the reader like cascading arpeggios from a tenor sax as played by a guy with a porkpie hat and a nasty predilection for a major export of Southeast Asia. BEGIN RHYTHM SECTION: Shotgun Momma with more than she needs to get the job done. Smoke-colored dogs running from a gasoline alley. Perfect. Talk to me about the brutality of your skin. As you walk away... END RHYTHM SECTION WITH CYMBAL CRASH PLAYED WITH BRUSH. Cool. We'll be back in twenty. Don't forget to tip your waitress."
"Apr 3rd, 2001","CHUCK LORRE PRODUCTIONS, #77    <br/><br/><br/><br/>Once again, I'm sitting in an impossibly bad mood. This one's gone beyond the normal mental stew of fear, depression and resentment, and has morphed into a nasty physical sensation encompassing my entire body. The reason for the mood is almost besides the point. To the best of my knowledge, I have no power to change the conditions which brought it about. Which leaves me where? Well, as far as I can tell, it leaves me with nothing but these ugly feelings, a desire to be free of them, and the knowledge that I have never been able to lift myself out of my emotional state through the force of my will (the force of bourbon, sure -- but the force of my will, never). The only thing I have even the vaguest control over is my attitude which preceded the precipitating, bad mood-causing event. That attitude could best be described as a fiercely held conviction that people are supposed to behave in a Chuck-approved manner. When they don't, Chuck immediately becomes the organic repository for the aforementioned bad mood. Now one might deduce that my only escape from these foul states of mind is to discard my fiercely held conviction. But to do that, I'd have to lovingly accept a world that infrequently lives up to my expectations. In other words, I'd have to be somewhat God-like (assuming an all-forgiving God). Which means that in vanity card #78 I'll have to start working on a plan 'B'."
"Mar 27th, 2001","CHUCK LORRE PRODUCTIONS, #75    <br/><br/><br/><br/>As I write this I'm being interviewed by Jeannie McDowell, a reporter for Time magazine. Jeannie's writing an article about comedy on television. She agreed to let me take notes of the interview for my vanity card, but I'm not sure she really knew what a vanity card was. Throughout the Q & A, I try to maintain a mildly-amusing, self-deprecating manner. When asked why TV comedies are struggling these days, I cleverly quip that maybe the problem lies in poor diet or lack of exercise -- but I don't think she writes that down. When she asks about the proliferation of ""dramadies,"" my response is immediate, sharp and insightful. But, neurotically afraid to offend, I hedge my bet by adding that maybe audiences prefer a show that succeeds at being amusing, rather than fails at being funny. I also mention that the media doesn't write treatises about movie comedies sucking because they're not shoved down our throats every week like bad TV shows are. Unfortunately, I can tell that's not a good sound bite -- even for print, which requires, I guess, ""print bites."" I sense that the interview isn't going well so my mind begins to wander. I imagine a sitcom about a reporter for Time magazine who's interviewing a writer. He's a smart, sexy writer..."
"Mar 13th, 2001","CHUCK LORRE PRODUCTIONS, #76    <br/><br/><br/><br/>As I write this there exists a substantial threat of strikes in the film and TV business -- first from the writers guild, then from the actors guild. Well, I'd like to make a prediction. I predict that after all the yelling and finger-pointing is over, when the smoke finally clears, the single issue that will actually be the cause of these strikes will be... the internet. The folks who run the conglomerates that own the companies that produce the various entertainment products have seen the future. And that future, despite the NASDAQ's current problems, is the internet -- what's on it, who owns what's on it, and, most importantly, who profits from what's on it. As the future of this incredible, planetary network is being fought over, I can't help but think back to the first time I logged on in 1989. For a nominal sum, I signed up for Compuserve. If I recall correctly, I had 2400 baud. There was a dial tone, a horrible noise, then, miracle of miracles, a world of goofy teenagers chatting with each other via badly written sentences. I sat there and marvelled that my little computer was suddenly linked to other little computers in faraway places. I marvelled, then I logged off. It was incredibly slow and boring. Well, it's not slow and boring anymore. And it may put a lot of people out of work for a very long time. Which, IMHO, isn't a LOL situation. :)"
"Feb 20th, 2001","CHUCK LORRE PRODUCTIONS, #74    <br/><br/><br/><br/>To whom it may concern, We have taken Chuck Lorre hostage. Do not try to find him. Do not alert the authorities. Until our demands are met he will be held in a really nice house in Los Angeles where he'll be forced to eat rich foods and watch satellite TV with all the premium channels and pay-per-view. The following are a list of our demands: We must never again receive ""official"" letters from big political parties informing us we've been selected to be part of blue-ribbon panels that determine our country's future, provided we donate five grand to be so honored. Sometime, somewhere, in some city, an oriental rug store will have to actually go out of business. All salespeople in nice clothing stores who act like they're better than the people shopping in the store must take acting lessons from people who don't know anything about acting but know a good thing when they see one. This demand also applies to snooty waiters in nice restaurants. You have twenty-four hours to comply with these demands. Until then, Mr. Lorre will be forced to spend his nights sleeping on a very cushy bed that is dangerously close to a snoring dog with bad gas."
"Feb 13th, 2001","CHUCK LORRE PRODUCTIONS, #73    <br/><br/><br/><br/>I guess it's not news to anyone that we've been getting clobbered in the ratings for the last few months. I have to tell you, it's been a very humbling experience. It's an experience that's caused many hours of self-reflection, self-doubt, and, on a few occasions, debilitating bouts of depression, rage, paranoia, and a mild lack of appetite -- nothing unhealthy, I'm just not very hungry (mostly at night, but I think I sleep better on an empty stomach). My point is, we work really hard on this show and when we lose in the ratings it just plain hurts. There's nothing to be done about it except to sit in the pain and pray for it to pass. Of course you could call twenty friends and encourage them to watch the show. That might help. I'm not actually saying you should do that. But you could... if you cared. I'd do it for you. If I had twenty friends. And you had a show."
"Feb 6th, 2001","CHUCK LORRE PRODUCTIONS, #72    <br/><br/><br/><br/>I've been told that we're only as sick as our secrets. I like the sound of that. It would make a particularly good bumper sticker here in Southern California. With that in mind I'd like to engage in a little vanity card therapy and reveal one of my deepest, darkest secrets. There've been times when the mere thought of this secret has nearly overwhelmed me with self-loathing. And yet, there've been other times when I actually took a perverse pride in it. So what is this personal bit of esoterica? I've got your attention now, don't I? You probably even skipped ahead to see if this is really juicy. Well, skip no further. My secret is this: I'm not that smart. Yup, there it is, dug up and thrown into the sunlight. Since I was a little kid I've known that (like it or not) there were an awful lot of people who had a lot more on the ball than I did. Oh, believe me, I've tried to suppress this awareness. I've tried to convince myself that I was special, that I was gifted. But I eventually learned that this secret could be my greatest asset. I learned that with enough bright friends even a dim bulb can light up a room. I like the sound of that. With enough bright friends even a dim bulb can light up a room. Someone ought to print that on a bumper sticker and slap it on Air Force One."
"Jan 30th, 2001","CHUCK LORRE PRODUCTIONS, #71    <br/><br/><br/><br/>Interesting Dharma & Greg facts: In the first draft of the first script Greg had a teenage sister who was a pyromaniac. Also in that script was a scene where Dharma's dad was about to be arrested for plants growing on his property that he swore did not belong to him -- while at the same time insisting he had a prescription for glaucoma. The first time I met Jenna was at a breakfast meeting. I ate before she arrived so she wouldn't see what a sloppy eater I was. The original inspiration for these vanity cards came from exec producer Bill Prady, who has also edited each and every one. There's no way I can confirm this, but I suspect Bill might be the smartest man in the world (edit that, buddy). In the first episode exec producer Don Foster came up with the immortal lines for Dharma, ""Comb your frog,"" and, ""Drive your coffee table to Idaho."" I can't confirm this either, but I suspect Don might be a bodhisattva, a fully-realized soul who has voluntarily returned to the physical plane to help lesser souls achieve spiritual freedom. The actual premise of D&G was inspired by the Bruce Springsteen song ""She's the One"" on Born to Run (which has one of the great Bo Diddley riffs of all time). The first time I heard the word dharma was in 1968. The debut Jethro Tull album, (a killer album by the way, far superior to Aqualung) had a song entitled ""Dharma for One."" For the next twenty-five years I didn't know what the word meant. Now I do."
"Jan 16th, 2001","CHUCK LORRE PRODUCTIONS, #70    <br/><br/><br/><br/>If you're reading this it means I failed to write a vanity card this week. Early in the season, recognizing that I was bound to miss a deadline sooner or later, I wrote this as sort of an emergency generic card. As such I have no idea when this will air. Which means that I have no clue as to what might have happened or might be happening while you're reading this. So... I'm just gonna have to wing it. First off, I want to congratulate Al Gore on a hard-won victory. What a hoot it was to see the vice-president dance the horah with Tipper at the inauguration. I'm also delighted that I took a deep breath and jumped into the stock market with both feet in August when it hit its all-time low. What a buying opportunity that turned out to be! And how about that Eminem country album, huh? It's a little dark, but man, it's all I've been playing in my car for two weeks now. Needless to say, we all mourn the passing of Howard Stern. And finally, the really big news -- I know I'm going out on a limb here, but what if I'm right? -- who would have thought that we'd finally make contact with an alien race during halftime at the Super Bowl? Boy, that was a shocker. The Jets came back from a four touchdown deficit to pull off the upset of all time. Oh, Howard, I wish you could've been here with us to see it."
"Jan 9th, 2001","CHUCK LORRE PRODUCTIONS, #69    <br/><br/><br/><br/>I recently pierced the veil of a long-standing delusion which I had considered to be reality. The delusion was simply this: I thought people were deeply aware of me. I thought the things going on in my life -- my work, relationships, problems, joys, thoughts, insights, attitudes, tastes, desires, fears, good hair days, bad hair days, choice of pants (that's right, choice of pants), etc. ad delusium, were all of some significance to other people. I'm not certain, but I think the delusion is a twisted sort of family heirloom, a neurotic hand-me-down of the fiercely-held immigrant desire to fit in, to be acceptable. Be that as it may, the impact of this hallucination has been a constant state of low-grade anxiety. While it's still a little early to tell, it appears that freedom from it will create an enormous sense of relief and... well... freedom. You people out there, kind and considerate though you may be, don't really give a rat's ass about my life. You give a rat's ass about your life. This means I need no longer obsess over what others think of me (they don't). This means that I am, much to my amazement, more or less invisible. But most importantly, this means that I can begin living a fearless, delusion-free life that is fundamentally true to my basic, God-given nature. All that's left to do is discover what kind of pants my basic, God-given nature looks good in."
"Dec 19th, 2000","CHUCK LORRE PRODUCTIONS, #68    <br/><br/><br/><br/>I DON'T HAVE A LOT TO SAY THIS WEEK SO I'VE WRITTEN REALLY BIG. I'M HOPING THE SHEER SIZE OF MY WORDS WILL MAKE UP FOR THE LACK OF MEANING IN THEM. SOMETIMES BIG CAN BE GOOD. THE GRAND CANYON IS GOOD. SOMETIMES BIG CAN BE BAD. WORLD WARS ARE BAD. I HOPE THIS IS GOOD, LIKE THE GRAND CANYON AND NOT BAD LIKE WAR. OKAY, THAT SHOULD DO IT. BYE, NOW."
"Dec 12th, 2000","CHUCK LORRE PRODUCTIONS, #67     <br/><br/><br/><br/>As I write this I'm sitting in a big, dark cloud of anger. The feeling is highly energetic, almost electric, and, for some strange reason, seems to be most evident in my skin. The experience is vaguely uncomfortable and is dissipating slightly as I write these words. Thinking back, I see now that there was a brief moment when I had a choice as to how I would react to the situation that led to my current condition. I could have just as easily chosen resignation, or amusement, or even sadness. So the obvious question is why did I choose a destructive emotion? I suppose that on some deep, unconscious level I must be hard-wired to believe that anger is the appropriate response. Which leads to the next obvious question: how does one undo a damaging mental process that appears to be inextricably woven into the organism itself? Well, let me state right here, that burning it out doesn't work. God knows I've tried and therefore will not be running for public office anytime soon. Thinking it away (which I'm doing now), is terribly ineffective. And I'm certainly not ready to line up at the great pharmaceutical ""happy"" trough. So what then? Well, perhaps I could give my anger away. I know it sounds silly, but maybe silly is what's called for. Perhaps I could simply give my anger to everyone reading this vanity card... whoa, suddenly I'm feeling very affable. CAUTION: This is not a chain letter. Do not pass the anger on. Gently put it in a box, bury it in your backyard and blame it on the dog when no grass grows on that spot."
"Dec 5th, 2000","CHUCK LORRE PRODUCTIONS, #66     <br/><br/><br/><br/>I've got to share something with you. Every time I write a vanity card, I'm quietly astonished that I get away with putting these things on television every week. I mean think about it, at the end of every episode of Dharma & Greg I get two seconds to communicate whatever's on my mind directly to millions of people. This is a remarkable thing, folks. Secret messages from a sitcom writer using the most powerful medium the world has ever known. Sixty-six cards at two seconds a piece means I've received a total of two minutes and twelve seconds of broadcast time to THINK OUT LOUD. Do you know what that kind of time costs? You don't have to be Bill Gates' building contractor to see that they can't keep letting me get away with this. In fact, just writing this might be some sort of death wish. Number 66, the card that killed the cards. The card that never aired. In years to come, people will talk in hushed tones about the fabled #66. Its very existence will be debated. Did Lorre actually write #66? If he did, was it so inflammatory that the big boys pulled the plug on the whole deal? Could it be that the missing #66 held the vital clue to the puzzle, the enigma, that was Chuck Lorre (graduate thesis, anyone?), or is what happened far more mundane? Number 66 was read by the network censors. They thought it a meandering mixture of hubris and paranoia that lacked a good solid joke at the end, but otherwise containing nothing to merit keeping it off television. One thing's for sure, if you're reading this, you know the answer -- but don't let that discourage you from talking about me in hushed tones."
"Nov 28th, 2000","CHUCK LORRE PRODUCTIONS, #65     <br/><br/><br/><br/>I recently spoke with a man who is tormented. He thinks he is tormented because he thinks he has a tormentor. He cannot think of a scenario wherein he leaves his tormentor and thus ends his torment. He thinks his only path to serenity is to destroy his tormentor. He thinks the appropriate weapon to accomplish this task is a lawyer. This got me to thinking that perhaps thinking was the real source of his torment. But how can that be? Don't we value thinking? Don't we worship great thinkers? How can this God-given gift that separates us from the animals be deemed a curse? Isn't the alternative to thinking, stupidity? Or is there another alternative? Ask yourself this question, ""When I have a good idea, do I think my way to it, or does it just hit me?"" Which brings me to the theme of this vanity card (finally). I'd like to suggest that we all have inspiration at our disposal at all times. How does inspiration work? How the hell would I know? I just know it's there. Nothing else but inspiration explains a great work of art, and nothing else but thinking could be responsible for making all those ""Lethal Weapon"" movies. I mentioned all this to the tormented man. I told him that perhaps he could find a solution to his troubles by quitting thinking and being open to inspiration. He said he thought I was a moron and threw his shoe at me. It just hit me."
"Nov 21st, 2000","CHUCK LORRE PRODUCTIONS, #64     <br/><br/><br/><br/>On October 18, 2000, I celebrated my forty-ninth birthday. I approached the day with a sense of mild dread. This was, after all, the last birthday before the Big Five-Oh, the age where juvenile behavior starts to look pretty pathetic (even in California). Anyway, the natal anniversary arrived and was warmly celebrated by friends and loved ones. I felt good. I felt - dare I say it - vaguely mature. Then my old friend and accountant Steve called to wish me well. We joked about getting old. Where have all the years gone? What about the music the kids listen to these days? How's your prostate? Etc. Then, thinking myself to be his elder, I inquired as to Steve's age. He replied that he'd be turning forty-eight in December. I quickly did the math and determined that since I graduated high school in 1970, he must have graduated in 1971. To my surprise, he said he graduated in 1970. I did some lightning fast re-calculations and asked if he skipped a grade. He said no. Then he asked a simple, penetrating question. He asked me what year I was born. I replied confidently, ""1952."" To which he, always the accountant, asked, ""Well, then how on earth can you be forty-nine?"" I started to protest, but then the impact of his question hit me like a wheelbarrow full of bricks falling on the head of a stupid person. Somewhere along the line, I don't know when, I had omitted a year of my life. But my friend, with his mysterious ability to add and subtract had returned it to me. I got some nice sweaters this year, but how often do you get the gift of life? I'm only forty-eight! Screw maturity! Neener, neener, neener!"
"Nov 14th, 2000","CHUCK LORRE PRODUCTIONS, #63     <br/><br/><br/><br/>Here's a funny thing. I've been trying to create a sympathetic male character in his early twenties for another project I'm working on. After struggling with a variety of generic, off-the-rack prototypes, I thought why not use myself as a template (at least myself as I was in my early twenties) -- which is where the funny part comes in. When I began using an autobiographical approach I discovered -- to my horror -- that I don't find the ""young me"" to be a particularly sympathetic character. Needless to say, this sort of thinking brings to light all kinds of personal issues I don't really feel are appropriate for a vanity card. But the question remains, what does it mean when you reflect on your life and find that you didn't make a very good hero? Your actions were either self-serving, thoughtless, shallow, craven, vain, vengeful, manipulative or, when you really got it going, all of the above. Well, it means that even though we go through life thinking of ourselves as the leading man, the truth is some of us are better cast as mischief-making sidekicks. Or, in a few cases, unwitting villains who have to learn to forgive themselves. Regardless, I've decided not to take any chances. I'm basing my sympathetic male character on a young Tom Hanks."
"Oct 31st, 2000","CHUCK LORRE PRODUCTIONS, #62     <br/><br/><br/><br/>It's strange to think of one's life as analogous to climbing a mountain. It's even stranger to discover, after years of striving to reach the summit, that it's the wrong mountain. This is what happened to Dave. Dave spent twenty years climbing the wrong mountain. And yet he had to consider it time well-spent. After all, no one could have told him he was relentlessly scaling the wrong pile of dirt (not that they didn't try). Dave had to find out for himself. Which is why, in the perverse way life happily screws with us, it turned out to be exactly the right mountain. In order to see things clearly, to understand the actuality of his existence, Dave had to crawl up a treacherous incline that only led to happiness in his poorly-formed, childish dreams. There was never an alternative mountain for ol' Dave, because he was incapable of envisioning one. So he climbed. Until one day, he looked around and saw that he'd reached the top. The pinnacle. The apex. The place where eagles crap. And that's when he noticed the mountain he was always meant to climb far off in the distance. And he noticed something else... everyone climbing that mountain was truly happy. So Dave did the only thing a sane man could do in his situation, he sent word to those people and told them they were on the wrong mountain."
"Oct 24th, 2000","CHUCK LORRE PRODUCTIONS, #61     <br/><br/><br/><br/>When I was a little kid my parents often used a phrase that, to their way of thinking, described the ancient art of meditation. The phrase was ""staring at one's belly button."" This bon mot was most often used to describe someone who was sitting on their butt practicing the equally ancient art of underachieving. ""Look at that guy over there staring at his belly button,"" would be considered an acceptable use of this witticism. Another common remark heard in my formative years was ""He's got a head on his shoulders,"" which was used to express admiration and respect. Smart people who were doing something with their lives had ""heads on the shoulders."" Those who were not quite so clever, well, there was another phrase for where their heads were. The reason I'm bringing this up is that while meditating recently I had a tremendous flash of insight -- I have never stared at my belly button, not while meditating, not while underachieving, and my head has always been on my neck. When I mentioned to my mother that my head was filled with these sorts of nonsensical sayings and I considered it a subtle form of child abuse, she told me not to be such a Wisenheimer. Wisenheimer was an old country name that was later anglicized to Smartypants."
"Oct 10th, 2000","CHUCK LORRE PRODUCTIONS, #60     <br/><br/><br/><br/>Well, some things never change. I've had four and a half months to write this season's first vanity card -- four and a half months -- and here I am, the morning the damn thing is due, writing like a madman. If nothing else, this exercise in blind panic causes me to reflect on how I crawled out of high school in June, 1970. And to reflect on how my son, following in his father's hand and kneeprints, executed the same escape maneuver in June, 2000. And finally, how thirty years from now, perhaps his son will be putting off for tomorrow what could have easily been done today. Procrastination. I'm good at it. Since I began writing this vanity card, I've managed to peruse both the L.A. and New York Times, drink yet another cup of coffee, hide in the bathroom to read a few more precious pages of a Philip Roth novel. (Reading Roth causes me to seriously question my vocation. It's sort of the prose version of when I was a young, journeyman guitarist and I first heard Pat Metheny. I think that was around 1974.) Anyway, procrastination... oh, look! I'm out of room! The space constraints of the vanity card have forced me to stop writing before I'm able to cleverly fini"
"May 16th, 2000","CHUCK LORRE PRODUCTIONS, #59     <br/><br/><br/><br/>A friend of mine recently asked me if I was responsible for any of the countless jokes that are told in offices and homes throughout the country. His question certainly had a valid premise. One would assume that comedy writers write jokes. Following that line of reason he thought, well, Chuck's a comedy writer (remember, he's my friend), ergo Chuck must write some of these ""a guy goes into a bar with a duck on his head"" deals. Well, I had to tell him that nothing could be further from the truth. In fact, I've sat in many rooms with many talented comedy writers and every one of them was as mystified as I was as to the origin of jokes. What wonderful madman writes ""a pig this good you don't eat all at once?"" What evil genius cooked up the comic recipe for ""I feel good, but I look awful?"" I don't know. But if you're out there and you dreamed up ""You want me to numb that for you, Mrs. Johnson?"", thank you. Thank you, thank you, thank you."
"May 9th, 2000","CHUCK LORRE PRODUCTIONS, #58     <br/><br/><br/><br/>YOU MUST READ THIS VANITY CARD! FOR THE LOVE OF ALL THAT'S SACRED, YOU MUST READ THIS VANITY CARD!! Well, actually, you really don't have to. I just wanted to start the card off with some excitement. To tell you the truth, now I feel a little guilty. After all, aren't we misled enough in this life without having to be duped into reading a Chuck Lorre Productions Vanity Card? Isn't our attention vitally needed at home, at the job, with our children, husbands, wives, parents, and friends? Shouldn't we be using this precious time to call our hermaphroditic, cross-addicted cousin and talk him into giving himself up to the authorities? Wouldn't it be better for all of us if these golden, never-to-come-again moments were used to sneak into work after everyone has gone and take that stupid nanny-cam out of the ladies room? Well, we might as well face it, that's not going to happen now. And all because of two completely duplicitous sentences: YOU MUST READ THIS VANITY CARD! FOR THE LOVE OF ALL THAT'S SACRED, YOU MUST READ THIS VANITY CARD!! What was I thinking? I'm so ashamed."
"May 2nd, 2000","CHUCK LORRE PRODUCTIONS, #57     <br/><br/><br/><br/>One of the great blessings of getting older is realizing, without shame and remorse, what an idiot you've been at earlier stages of your life. I can think of nothing that breeds humility better than this on-going epiphany. The knowledge that with a few exceptions, I was the human version of the ""don't pass"" bet on a craps table, is oddly comforting. Let's take a look. In 1977 I tried to talk a friend out of investing all his money in stores that only sold running shoes. A few years later, I told anyone who would listen that the female singer of ""Lucky Star"" was a one-hit wonder, while the singer of ""Girls Just Wanna Have Fun"" was here to stay. I saw no future in bottled water or fancy coffee shops. Cellular phones? What for? I already have a phone. And let's not forget that in 1988 I read William Gibson's ""Neuromancer,"" logged onto the Internet, and STILL didn't see it coming. Shall I go on? Shall I share with you some of the moronic things I've done, thought and said in my personal life? Of course I won't. I'm not stupid. I'm just humble."
"Apr 11th, 2000","CHUCK LORRE PRODUCTIONS, #56     <br/><br/><br/><br/>Let's try a little experiment. Turn and look at someone near you -- a loved one, a friend, a co-worker, a stranger -- it doesn't really matter. Now, as you look at this person, consider this: he or she is a completely unique, never - before - in - the - history - of - the - universe - has - there - been - anyone - exactly - like - this - person... person. Reflect on the fact that you are gazing at an impossibly complex and totally original work of art which will never be duplicated. I'm sure you see where I'm going with this. We so easily lose sight of how truly magnificent we are. Which is something to keep in mind if you chose to look at a stranger for this exercise. Even though he's looking back at you with grinning, spittle-covered lips that are a miraculous construct of living tissue -- even though perverse thoughts of what he'd like to do to you are racing through a meat-based computer that no Pentium chip will ever approximate, he is a masterpiece. If he were hanging in a museum, a security guard would most likely tell you, ""Don't touch."""
"Apr 4th, 2000","CHUCK LORRE PRODUCTIONS, #55     <br/><br/><br/><br/>Miracle. The dictionary defines it as ""an event that appears unexplainable by the laws of nature and so is held to be supernatural in origin or an act of God."" When I reflect on the people and events that led me to this moment in time, this ""place"" in my life, I am forced to conclude that a miracle -- no, a series of miracles -- has occurred. How else can a devastating car accident and a terrible illness turn out to be, in the long run, blessings? But then my inner critic says, ""Are you so self-obsessed as to believe that the hand of God moves through your puny life?"" Well, if I postulate an infinite God, the answer is, why not? The dictionary definition of infinite is ""having no boundaries or limits."" With that in mind it seems self-obsessed to think that the influence of something infinite wouldn't extend to me, or anyone else for that matter. Of course I could also postulate that we're all chemical accidents in a dead and meaningless universe. It just doesn't make a very interesting vanity card."
"Mar 14th, 2000","CHUCK LORRE PRODUCTIONS, #54     <br/><br/><br/><br/>I just got home from the Writers' Guild of America awards banquet. We lost. For the second year in a row, we lost. I'm not bitter we lost. We just lost. I expected we'd lose, and we did. Again. A few months ago we went to the Golden Globes. We lost there, too. For the second time. But that's okay. It's nice to see old friends at these show-biz shindigs. It's nice to be acknowledged by my peers and by members of the foreign press. And let's not forget, good work is its own reward. Knowing that I did my best and had fun doing it is really all I can ask for. But the most important thing is, three more awards shows -- win or lose -- and I'll have fully amortized my lousy tuxedo. Okay, maybe I'm a little bitter."
"Feb 29th, 2000","CHUCK LORRE PRODUCTIONS, #53     <br/><br/><br/><br/>In a recent New York Times article about the King of Jordan, the King discussed an episode of Dharma & Greg which explored some of the issues he faces in running his country. Can I just tell you... this makes me very happy. I mean, c'mon, the King of Jordan watches our show and finds wisdom in it! Not the King of Big Screen TV's, mind you -- the King of Jordan! Now if Sting is right, and we live in a universe of synchronicity, it then follows that a single episode of Dharma & Greg could bring peace to the Middle East. It could even bring peace to Sting. Heck, as long as I'm chasing this pussycat, let me just ask, are there any more world leaders out there watching the show? If so, please feel free to contact me directly. I know you're busy and can't watch every week, so we'll discuss your problems and then determine which episode of D&G would be best for you to watch. Who needs think tanks and big shot consultants? The reason you guys are world leaders is that you know where the truth is: Dharma & Greg, the sitcom fit for a king!"
"Feb 22nd, 2000","CHUCK LORRE PRODUCTIONS, #52     <br/><br/><br/><br/>NEWS! Chuck Lorre announced today that he was making his second run at purchasing Universal Studios. Lorre said, ""Back when they were on the block to Matsushita I offered to keep the company in American hands by personally buying it for one hundred thousand dollars -- eighty-eight five in cash plus a late model Jeep Cherokee with low miles. My offer was rudely rebuffed. The chaos that ensued under foreign ownership was my only satisfaction. This time around I'm upping my offer to a cool one million dollars -- all in cash, but I'd be open to throwing in a 1995 Mercedes sedan."" Lorre said his goal was twofold: to liberate Universal from the cruel yoke of Canadian domination and, once in charge, to quickly greenlight a big-budget motion picture based on ""Major Dad"". Lorre went on to say that if he failed in his bid for Universal, he would consider making a run at UPN. Lorre says for that coveted prize he's willing to go as high as eight thousand dollars and a home stereo system that is still under warranty."
"Feb 15th, 2000","CHUCK LORRE PRODUCTIONS, #51     <br/><br/><br/><br/>I've never understood the phrase ""God's will be done."" It certainly wasn't bandied about while I was growing up on Long Island. Were it not for TV and the movies, I probably would never have heard it at all (prune-faced sodbusters in the Old West seemed to say it a lot). The American psyche of the Fifties and Sixties celebrated our will, not God's -- and we believed our will was limitless. But thankfully, as I've gotten older, I've come to realize that my will is anything but limitless. I can will myself to knowledge, but not to wisdom. I can will myself to pleasure, but not to happiness. I can will myself to money, but not to a sense of security. I can will myself to veggies and aerobics, but not to good health. Hell, I can will myself to bed, but not to sleep. All of which leads me to conclude that my deepest desires were never attainable through the exercise of my will. There's a feeling of relief in that conclusion. And unless God has a Manhattan attitude towards people from Long Island, there's a small bit of hope."
