suburb,postcode,state
Lyons,3304,VIC
Hotspur,3303,VIC
Digby,3309,VIC
Myamyn,3304,VIC
Winnap,3304,VIC
Lake Mundi,3312,VIC
Killara,3312,VIC
Merino,3310,VIC
Dunrobin,3312,VIC
Corndale,3311,VIC
Nangeela,3312,VIC
Wando Vale,3312,VIC
Carapook,3312,VIC
Nareen,3315,VIC
Wando Bridge,3312,VIC
Brimboal,3312,VIC
Warrock,3312,VIC
Dergholm,3312,VIC
Chetwynd,3312,VIC
Grassdale,3302,VIC
Tahara West,3310,VIC
Sandford,3312,VIC
Henty,3312,VIC
Clover Flat,3315,VIC
Muntham,3315,VIC
Bahgallah,3312,VIC
Lindsay,3312,VIC
Tahara,3301,VIC
Paschendale,3315,VIC
Tahara Bridge,3315,VIC
Portland,3305,VIC
Dutton Way,3305,VIC
Haddon,3351,VIC
Nintingbool,3351,VIC
Smythesdale,3351,VIC
Ross Creek,3351,VIC
Happy Valley,3360,VIC
Cape Clear,3351,VIC
Enfield,3352,VIC
Staffordshire Reef,3351,VIC
Linton,3360,VIC
Scarsdale,3351,VIC
Willowvale,3360,VIC
Pitfield,3351,VIC
Wallinduc,3351,VIC
Napoleons,3352,VIC
Cambrian Hill,3352,VIC
Newtown,3351,VIC
Springdallah,3351,VIC
Piggoreet,3351,VIC
Berringa,3351,VIC
Dereel,3352,VIC
Garibaldi,3352,VIC
Grenville,3352,VIC
Illabarook,3351,VIC
Rokewood Junction,3351,VIC
Mannibadar,3360,VIC
Pittong,3360,VIC
Bannockburn,3331,VIC
Durdidwarrah,3342,VIC
Meredith,3333,VIC
Teesdale,3328,VIC
Corindhap,3352,VIC
Rokewood,3330,VIC
Lethbridge,3332,VIC
Inverleigh,3321,VIC
Shelford,3329,VIC
Bamganie,3333,VIC
She Oaks,3331,VIC
Anakie,3213,VIC
Steiglitz,3331,VIC
Russells Bridge,3331,VIC
Stonehaven,3218,VIC
Murgheboluc,3218,VIC
Gheringhap,3331,VIC
Batesford,3213,VIC
Maude,3331,VIC
Sutherlands Creek,3331,VIC
Barunah Park,3329,VIC
Hesse,3321,VIC
Bendigo,3550,VIC
Long Gully,3550,VIC
North Bendigo,3550,VIC
Golden Square,3555,VIC
West Bendigo,3550,VIC
Ironbark,3550,VIC
Eaglehawk,3556,VIC
California Gully,3556,VIC
Jackass Flat,3556,VIC
Sailors Gully,3556,VIC
East Bendigo,3550,VIC
Strathdale,3550,VIC
Kennington,3550,VIC
Flora Hill,3550,VIC
Spring Gully,3550,VIC
Quarry Hill,3550,VIC
Golden Gully,3555,VIC
Kangaroo Flat,3555,VIC
Junortoun,3551,VIC
Strathfieldsaye,3551,VIC
Huntly,3551,VIC
Whipstick,3556,VIC
White Hills,3550,VIC
Epsom,3551,VIC
Wellsford,3551,VIC
Ascot,3551,VIC
Bagshot,3551,VIC
Huntly North,3551,VIC
Woodvale,3556,VIC
Eaglehawk North,3556,VIC
Maiden Gully,3551,VIC
Big Hill,3555,VIC
Marong,3515,VIC
Myers Flat,3556,VIC
Lockwood,3551,VIC
Lockwood South,3551,VIC
Leichardt,3516,VIC
Ravenswood,3453,VIC
Mandurang,3551,VIC
Longlea,3551,VIC
Emu Creek,3551,VIC
Goornong,3557,VIC
Elmore,3558,VIC
Myrtle Creek,3551,VIC
Axe Creek,3551,VIC
Eppalock,3551,VIC
Mia Mia,3444,VIC
Fosterville,3557,VIC
Sedgwick,3551,VIC
Redesdale,3444,VIC
Argyle,3523,VIC
Heathcote,3523,VIC
Mount Camel,3523,VIC
Axedale,3551,VIC
Barnadown,3557,VIC
Kimbolton,3551,VIC
Avonmore,3559,VIC
Harcourt North,3453,VIC
Wilsons Hill,3515,VIC
Shelbourne,3515,VIC
Sebastian,3556,VIC
Hunter,3558,VIC
Kamarooka,3570,VIC
Drummartin,3570,VIC
Knowsley,3523,VIC
Neilborough,3570,VIC
Mandurang South,3551,VIC
Bagshot North,3551,VIC
Raywood,3570,VIC
Derrinal,3523,VIC
Ladys Pass,3523,VIC
Lake Eppalock,3551,VIC
Costerfield,3523,VIC
Noble Park North,3174,VIC
Dandenong,3175,VIC
Dandenong North,3175,VIC
Dandenong South,3175,VIC
Noble Park,3174,VIC
Keysborough,3173,VIC
Springvale,3171,VIC
Springvale South,3172,VIC
Bangholme,3175,VIC
Leopold,3224,VIC
St Albans Park,3219,VIC
Whittington,3219,VIC
Moolap,3224,VIC
Newcomb,3219,VIC
Hamlyn Heights,3215,VIC
Lara,3212,VIC
Norlane,3214,VIC
Corio,3214,VIC
North Shore,3214,VIC
Bell Park,3215,VIC
North Geelong,3215,VIC
Bell Post Hill,3215,VIC
Herne Hill,3218,VIC
Lovely Banks,3213,VIC
Rippleside,3215,VIC
Fyansford,3218,VIC
Moorabool,3213,VIC
Geelong,3220,VIC
East Geelong,3219,VIC
Breakwater,3219,VIC
South Geelong,3220,VIC
Thomson,3219,VIC
Geelong West,3218,VIC
Manifold Heights,3218,VIC
Drumcondra,3215,VIC
Newtown,3220,VIC
Highton,3216,VIC
Belmont,3216,VIC
Wandana Heights,3216,VIC
Grovedale,3216,VIC
Waurn Ponds,3216,VIC
Marshall,3216,VIC
Connewarre,3227,VIC
Mount Duneed,3217,VIC
Ceres,3221,VIC
Charlemont,3217,VIC
Indented Head,3223,VIC
St Leonards,3223,VIC
Clifton Springs,3222,VIC
Portarlington,3223,VIC
Point Lonsdale,3225,VIC
Drysdale,3222,VIC
Ocean Grove,3226,VIC
Wallington,3222,VIC
Barwon Heads,3227,VIC
Curlewis,3222,VIC
Breamlea,3227,VIC
Bellarine,3223,VIC
Mannerim,3222,VIC
Marcus Hill,3222,VIC
Avalon,3212,VIC
Little River,3211,VIC
Staughton Vale,3340,VIC
Balliang,3340,VIC
Point Wilson,3212,VIC
Grahamvale,3631,VIC
Kialla,3631,VIC
Shepparton East,3631,VIC
Shepparton,3630,VIC
Lemnos,3631,VIC
Mooroopna,3629,VIC
Toolamba,3614,VIC
Mooroopna North,3629,VIC
Orrvale,3631,VIC
Shepparton North,3631,VIC
Congupna,3633,VIC
Tatura East,3616,VIC
Ardmona,3629,VIC
Pine Lodge,3631,VIC
Kialla East,3631,VIC
Violet Town,3669,VIC
Dookie,3646,VIC
Katandra West,3634,VIC
Tallygaroopna,3634,VIC
Bunbartha,3634,VIC
Zeerust,3634,VIC
Marionvale,3634,VIC
Marungi,3634,VIC
Katandra,3634,VIC
Cosgrove,3631,VIC
Dookie College,3647,VIC
Nalinga,3646,VIC
Mount Major,3646,VIC
Cosgrove South,3631,VIC
Tamleugh North,3669,VIC
Karramomus,3631,VIC
Kialla West,3631,VIC
Arcadia,3631,VIC
Caniambo,3630,VIC
Gowangardie,3669,VIC
Merrigum,3618,VIC
Tatura,3616,VIC
Gillieston,3616,VIC
Murchison,3610,VIC
Toolamba West,3614,VIC
Coomboona,3629,VIC
Murchison North,3610,VIC
Harston,3616,VIC
Mooroopna North West,3616,VIC
Byrneside,3617,VIC
Dhurringile,3610,VIC
Undera,3629,VIC
Murchison East,3610,VIC
Moorilim,3610,VIC
Kyabram South,3620,VIC
Cooma,3616,VIC
St Germains,3620,VIC
Trentham,3458,VIC
Drummond,3461,VIC
Wheatsheaf,3461,VIC
Daylesford,3460,VIC
Hepburn Springs,3461,VIC
Coomoora,3461,VIC
Porcupine Ridge,3461,VIC
Hepburn,3461,VIC
Yandoit,3461,VIC
Bullarto,3461,VIC
Dry Diggings,3461,VIC
Glenlyon,3461,VIC
Eganstown,3461,VIC
Elevated Plains,3461,VIC
Drummond North,3446,VIC
Spring Hill,3444,VIC
North Blackwood,3458,VIC
Musk Vale,3461,VIC
Clydesdale,3461,VIC
Strangways,3461,VIC
Newbury,3458,VIC
Lyonville,3461,VIC
Sailors Falls,3461,VIC
Leonards Hill,3461,VIC
Guildford,3451,VIC
Mount Franklin,3461,VIC
Sailors Hill,3461,VIC
Denver,3461,VIC
Musk,3461,VIC
Bullarto South,3461,VIC
Little Hampton,3458,VIC
Tylden,3444,VIC
Fern Hill,3458,VIC
Trentham East,3458,VIC
Franklinford,3461,VIC
Shepherds Flat,3461,VIC
Kooroocheang,3364,VIC
Basalt,3460,VIC
Broomfield,3364,VIC
Kingston,3364,VIC
Cabbage Tree,3364,VIC
Smeaton,3364,VIC
Blampied,3364,VIC
Newlyn North,3364,VIC
Allendale,3364,VIC
Mount Beckworth,3363,VIC
Evansford,3371,VIC
Ullina,3370,VIC
Lawrence,3364,VIC
Creswick North,3363,VIC
Werona,3364,VIC
Mollongghip,3352,VIC
Langdons Hill,3363,VIC
Mount Prospect,3364,VIC
Rocklyn,3364,VIC
Newlyn,3364,VIC
Springmount,3364,VIC
Smokeytown,3364,VIC
Dean,3363,VIC
Nhill,3418,VIC
Rainbow,3424,VIC
Dimboola,3414,VIC
Jeparit,3423,VIC
Little Desert,3418,VIC
Antwerp,3414,VIC
Big Desert,3490,VIC
Broughton,3418,VIC
Yanac,3418,VIC
Kiata,3418,VIC
Gerang Gerung,3418,VIC
Lorquon,3418,VIC
Netherby,3418,VIC
Glenlee,3418,VIC
Tarranyurk,3414,VIC
Kenmare,3395,VIC
Altona North,3025,VIC
Altona,3018,VIC
Seaholme,3018,VIC
Laverton,3028,VIC
Altona Meadows,3028,VIC
Seabrook,3028,VIC
Newport,3015,VIC
Williamstown,3016,VIC
Williamstown North,3016,VIC
Spotswood,3015,VIC
South Kingsville,3015,VIC
Horsham,3400,VIC
Natimuk,3409,VIC
Duchembegarra,3409,VIC
Mitre,3409,VIC
Drung,3401,VIC
Tooan,3409,VIC
Toolondo,3401,VIC
Noradjuha,3409,VIC
Kanagulk,3401,VIC
Clear Lake,3409,VIC
Nurrabiel,3401,VIC
Bungalally,3401,VIC
St Helens Plains,3401,VIC
Telangatuk East,3401,VIC
Wail,3401,VIC
Haven,3401,VIC
McKenzie Creek,3401,VIC
Wonwondah,3401,VIC
Pimpinio,3401,VIC
Dooen,3401,VIC
Riverside,3401,VIC
Lower Norton,3401,VIC
Quantong,3401,VIC
Vectis,3401,VIC
Jung,3401,VIC
Douglas,3409,VIC
Laharum,3401,VIC
Dadswells Bridge,3385,VIC
Mockinya,3401,VIC
Murra Warra,3401,VIC
Kalkee,3401,VIC
Wartook,3401,VIC
Campbellfield,3061,VIC
Broadmeadows,3047,VIC
Dallas,3047,VIC
Coolaroo,3048,VIC
Jacana,3047,VIC
Meadow Heights,3048,VIC
Gladstone Park,3043,VIC
Westmeadows,3049,VIC
Melbourne Airport,3045,VIC
Fawkner,3060,VIC
Roxburgh Park,3064,VIC
Somerton,3062,VIC
Attwood,3049,VIC
Greenvale,3059,VIC
Craigieburn,3064,VIC
Bulla,3428,VIC
Mickleham,3064,VIC
Kalkallo,3064,VIC
Yuroke,3063,VIC
Oaklands Junction,3063,VIC
Sunbury,3429,VIC
Wildwood,3429,VIC
Diggers Rest,3427,VIC
Clarkefield,3430,VIC
Barnawartha,3688,VIC
Beechworth,3747,VIC
Yackandandah,3749,VIC
Kiewa,3691,VIC
Tangambalanga,3691,VIC
Chiltern,3683,VIC
Kergunyah,3691,VIC
Staghorn Flat,3691,VIC
Bruarong,3749,VIC
Indigo Valley,3688,VIC
Cornishtown,3683,VIC
Chiltern Valley,3683,VIC
Browns Plains,3685,VIC
Stanley,3747,VIC
Charleroi,3695,VIC
Sandy Creek,3695,VIC
Wooragee,3747,VIC
Eldorado,3746,VIC
Allans Flat,3691,VIC
Osbornes Flat,3691,VIC
Huon,3695,VIC
Wahgunyah,3687,VIC
Rutherglen,3685,VIC
Brimin,3685,VIC
Carlyle,3685,VIC
Norong,3682,VIC
Lilliput,3682,VIC
Gooramadda,3685,VIC
Parkdale,3195,VIC
Dingley Village,3172,VIC
Clayton South,3169,VIC
Clarinda,3169,VIC
Oakleigh South,3167,VIC
Moorabbin,3189,VIC
Heatherton,3202,VIC
Mentone,3194,VIC
Mordialloc,3195,VIC
Braeside,3195,VIC
Waterways,3195,VIC
Moorabbin Airport,3194,VIC
Aspendale Gardens,3195,VIC
Aspendale,3195,VIC
Edithvale,3196,VIC
Bonbeach,3196,VIC
Chelsea,3196,VIC
Carrum,3197,VIC
Chelsea Heights,3196,VIC
Patterson Lakes,3197,VIC
Bayswater,3153,VIC
Boronia,3155,VIC
Ferntree Gully,3156,VIC
Upper Ferntree Gully,3156,VIC
The Basin,3154,VIC
Wantirna South,3152,VIC
Scoresby,3179,VIC
Wantirna,3152,VIC
Knoxfield,3180,VIC
Rowville,3178,VIC
Lysterfield,3156,VIC
Yallourn North,3825,VIC
Newborough,3825,VIC
Yallourn,3825,VIC
Hernes Oak,3825,VIC
Morwell,3840,VIC
Delburn,3871,VIC
Boolarra,3870,VIC
Hazelwood,3840,VIC
Churchill,3842,VIC
Jeeralang,3840,VIC
Yinnar,3869,VIC
Yinnar South,3869,VIC
Jeeralang Junction,3840,VIC
Jumbuk,3869,VIC
Maryvale,3840,VIC
Driffield,3840,VIC
Traralgon,3844,VIC
Glengarry,3854,VIC
Traralgon East,3844,VIC
Toongabbie,3856,VIC
Hazelwood North,3840,VIC
Traralgon South,3844,VIC
Tyers,3844,VIC
Glengarry North,3854,VIC
Glengarry West,3854,VIC
Flynn,3844,VIC
Flynns Creek,3844,VIC
Loy Yang,3844,VIC
Hazelwood South,3840,VIC
Callignee,3844,VIC
Boolarra South,3870,VIC
Mirboo,3871,VIC
Grand Ridge,3870,VIC
Mount Tassie,3844,VIC
Koornalla,3844,VIC
Balook,3971,VIC
Budgeree,3870,VIC
Yando,3537,VIC
Leaghur,3537,VIC
Boort,3537,VIC
Serpentine,3517,VIC
Pyramid Hill,3575,VIC
Calivil,3573,VIC
Mologa,3575,VIC
Yarrawalla,3575,VIC
Sylvaterre,3575,VIC
Terrick Terrick,3575,VIC
Jungaburra,3575,VIC
Minmindie,3537,VIC
Prairie,3572,VIC
Bears Lagoon,3517,VIC
Wychitella North,3525,VIC
Barraport West,3537,VIC
Barraport,3537,VIC
Dingee,3571,VIC
Pompapiel,3571,VIC
Auchmore,3570,VIC
Tandarra,3571,VIC
Kamarooka North,3571,VIC
Durham Ox,3576,VIC
Jarklin,3517,VIC
Fernihurst,3518,VIC
Gladfield,3575,VIC
Loddon Vale,3575,VIC
Canary Island,3537,VIC
Mincha,3575,VIC
Emu,3475,VIC
Inglewood,3517,VIC
Laanecoorie,3463,VIC
Wedderburn,3518,VIC
Borung,3518,VIC
Brenanah,3517,VIC
Wychitella,3525,VIC
Rheola,3517,VIC
Murphys Creek,3551,VIC
Tarnagulla,3551,VIC
Bridgewater On Loddon,3516,VIC
Logan,3475,VIC
Burkes Flat,3475,VIC
Wehla,3518,VIC
Woodstock West,3463,VIC
Gowar East,3477,VIC
Berrimal,3518,VIC
Waanyarra,3551,VIC
Newbridge,3551,VIC
Llanelly,3551,VIC
Arnold West,3551,VIC
Arnold,3551,VIC
Glenalbyn,3517,VIC
Painswick,3551,VIC
Salisbury West,3517,VIC
Kurraca West,3518,VIC
Kurraca,3518,VIC
Kingower,3517,VIC
Fentons Creek,3518,VIC
Bridgewater North,3516,VIC
Yarraberb,3516,VIC
Eastville,3463,VIC
Powlett Plains,3517,VIC
Kurting,3517,VIC
Wedderburn Junction,3518,VIC
Fiery Flat,3518,VIC
Woodstock On Loddon,3551,VIC
Derby,3516,VIC
Campbells Forest,3556,VIC
Bridgewater,3516,VIC
Korong Vale,3520,VIC
Kinypanial,3520,VIC
Woolshed Flat,3518,VIC
Kyneton,3444,VIC
Malmsbury,3446,VIC
Lauriston,3444,VIC
Benloch,3435,VIC
Sidonia,3444,VIC
Pastoria East,3444,VIC
Baynton,3444,VIC
Pastoria,3444,VIC
Pipers Creek,3444,VIC
Carlsruhe,3442,VIC
Kyneton South,3444,VIC
Greenhill,3444,VIC
Edgecombe,3444,VIC
Lancefield,3435,VIC
Bolinda,3432,VIC
Romsey,3434,VIC
Riddells Creek,3431,VIC
Rochford,3442,VIC
New Gisborne,3438,VIC
Kerrie,3434,VIC
Springfield,3434,VIC
Goldie,3435,VIC
Monegeetta,3433,VIC
Chintin,3756,VIC
Darraweit Guim,3756,VIC
Bylands,3762,VIC
Cherokee,3434,VIC
Hesket,3442,VIC
Gisborne,3437,VIC
Mount Macedon,3441,VIC
Woodend,3442,VIC
Macedon,3440,VIC
Bullengarook,3437,VIC
Newham,3442,VIC
Gisborne South,3437,VIC
Ashbourne,3442,VIC
Woodend North,3442,VIC
Cadello,3442,VIC
Cobaw,3442,VIC
Park Orchards,3114,VIC
Wonga Park,3115,VIC
Warrandyte,3113,VIC
Warrandyte South,3134,VIC
Donvale,3111,VIC
Ringwood North,3134,VIC
Doncaster East,3109,VIC
Templestowe,3106,VIC
Doncaster,3108,VIC
Bulleen,3105,VIC
Templestowe Lower,3107,VIC
Nunawading,3131,VIC
Mansfield,3722,VIC
Bonnie Doon,3720,VIC
Goughs Bay,3723,VIC
Howqua Inlet,3723,VIC
Macs Cove,3723,VIC
Merrijig,3723,VIC
Jamieson,3723,VIC
Piries,3723,VIC
Barjarg,3723,VIC
Ancona,3715,VIC
Howes Creek,3723,VIC
Gaffneys Creek,3723,VIC
Mount Buller,3722,VIC
Tolmie,3723,VIC
Howqua,3723,VIC
Boorolite,3723,VIC
Delatite,3723,VIC
Sawmill Settlement,3723,VIC
Barwite,3722,VIC
Matlock,3723,VIC
Reynard,3858,VIC
Howqua Hills,3723,VIC
Lake Eildon,3713,VIC
Merton,3715,VIC
Kevington,3723,VIC
Licola North,3858,VIC
Howitt Plains,3858,VIC
Knockwood,3723,VIC
Enochs Point,3723,VIC
Woodfield,3715,VIC
Footscray,3011,VIC
Yarraville,3013,VIC
Seddon,3011,VIC
Kingsville,3012,VIC
West Footscray,3012,VIC
Maidstone,3012,VIC
Braybrook,3019,VIC
Maribyrnong,3032,VIC
Tottenham,3012,VIC
Croydon,3136,VIC
Warranwood,3134,VIC
Bayswater North,3153,VIC
Croydon Hills,3136,VIC
Croydon North,3136,VIC
Ringwood East,3135,VIC
Croydon South,3136,VIC
Kilsyth,3137,VIC
Kilsyth South,3137,VIC
Heathmont,3135,VIC
Ringwood,3134,VIC
Vermont,3133,VIC
Melbourne,3000,VIC
Docklands,3008,VIC
Southbank,3006,VIC
South Wharf,3006,VIC
East Melbourne,3002,VIC
South Yarra,3141,VIC
Carlton,3053,VIC
North Melbourne,3051,VIC
Parkville,3052,VIC
Kensington,3031,VIC
West Melbourne,3003,VIC
Port Melbourne,3207,VIC
Carlton North,3054,VIC
Flemington,3031,VIC
Caroline Springs,3023,VIC
Taylors Hill,3037,VIC
Burnside,3023,VIC
Burnside Heights,3023,VIC
Rockbank,3335,VIC
Ravenhall,3023,VIC
Plumpton,3335,VIC
Melton,3337,VIC
Melton West,3337,VIC
Kurunjang,3337,VIC
Brookfield,3338,VIC
Melton South,3338,VIC
Toolern Vale,3337,VIC
Mount Cottrell,3024,VIC
Truganina,3029,VIC
Parwan,3340,VIC
Exford,3338,VIC
Mildura,3500,VIC
Merbein,3505,VIC
Cabarita,3505,VIC
Irymple,3498,VIC
Nichols Point,3501,VIC
Cardross,3496,VIC
Koorlong,3501,VIC
Red Cliffs,3496,VIC
Birdwoodton,3505,VIC
Merbein South,3505,VIC
Merbein West,3505,VIC
Yelta,3505,VIC
Iraak,3494,VIC
Carwarp,3494,VIC
Murray-Sunset,3490,VIC
Neds Corner,3496,VIC
Ouyen,3490,VIC
Underbool,3509,VIC
Torrita,3490,VIC
Colignan,3494,VIC
Cullulleraine,3496,VIC
Kulwin,3490,VIC
Carina,3512,VIC
Murrayville,3512,VIC
Werrimull,3496,VIC
Mittyack,3490,VIC
Boinka,3490,VIC
Linga,3509,VIC
Tutye,3490,VIC
Nangiloc,3494,VIC
Panitya,3512,VIC
Hattah,3501,VIC
Tempy,3489,VIC
Walpeup,3507,VIC
Meringur,3496,VIC
Lindsay Point,3496,VIC
Seymour,3660,VIC
Tallarook,3659,VIC
Hilldene,3660,VIC
Tooborac,3522,VIC
Puckapunyal,3662,VIC
Northwood,3660,VIC
Whiteheads Creek,3660,VIC
Tarcombe,3666,VIC
Highlands,3660,VIC
High Camp,3764,VIC
Moranding,3764,VIC
Heathcote South,3523,VIC
Glenhope,3444,VIC
Glenhope East,3522,VIC
Pyalong,3521,VIC
Avenel,3664,VIC
Mangalore,3663,VIC
Sugarloaf Creek,3658,VIC
Glenaroua,3764,VIC
Nulla Vale,3435,VIC
Trawool,3660,VIC
Wallan,3756,VIC
Broadford,3658,VIC
Heathcote Junction,3758,VIC
Wandong,3758,VIC
Kilmore,3764,VIC
Sunday Creek,3658,VIC
Willowmavin,3764,VIC
Forbes,3764,VIC
Kilmore East,3764,VIC
Reedy Creek,3658,VIC
Clonbinane,3658,VIC
Upper Plenty,3756,VIC
Waterford Park,3658,VIC
Tyaak,3658,VIC
Yarrawonga,3730,VIC
Tungamah,3728,VIC
Burramine,3730,VIC
Wilby,3728,VIC
Bundalong,3730,VIC
St James,3727,VIC
Telford,3730,VIC
Yabba North,3646,VIC
Burramine South,3730,VIC
Yarrawonga South,3730,VIC
Pelluebla,3727,VIC
Boosey,3730,VIC
Esmond,3730,VIC
Bundalong South,3730,VIC
Peechelba,3678,VIC
Yundool,3727,VIC
Invergordon,3636,VIC
Youanmite,3646,VIC
Youarang,3728,VIC
Katamatite East,3649,VIC
Katamatite,3649,VIC
Cobram East,3644,VIC
Bathumi,3730,VIC
Boomahnoomoonah,3728,VIC
Almonds,3727,VIC
Boweya North,3675,VIC
Lake Rowan,3727,VIC
Waggarandall,3646,VIC
Yabba South,3646,VIC
Cobram,3644,VIC
Wunghnu,3635,VIC
Strathmerton,3641,VIC
Numurkah,3636,VIC
Katunga,3640,VIC
Nathalia,3638,VIC
Barmah,3639,VIC
Ulupna,3641,VIC
Koonoomoo,3644,VIC
Lower Moira,3639,VIC
Yarroweyah,3644,VIC
Waaia,3637,VIC
Picola,3639,VIC
Picola West,3639,VIC
Yielima,3638,VIC
Kotupna,3638,VIC
Yalca,3637,VIC
Kaarimba,3635,VIC
Mundoona,3635,VIC
Bearii,3641,VIC
Mywee,3641,VIC
Drumanure,3636,VIC
Naring,3636,VIC
Muckatah,3644,VIC
Chadstone,3148,VIC
Oakleigh East,3166,VIC
Hughesdale,3166,VIC
Clayton,3168,VIC
Huntingdale,3166,VIC
Oakleigh,3166,VIC
Mulgrave,3170,VIC
Wheelers Hill,3150,VIC
Glen Waverley,3150,VIC
Mount Waverley,3149,VIC
Ashwood,3147,VIC
Notting Hill,3168,VIC
Burwood,3125,VIC
Travancore,3032,VIC
Ascot Vale,3032,VIC
Moonee Ponds,3039,VIC
Essendon,3040,VIC
Strathmore,3041,VIC
Essendon North,3041,VIC
Aberfeldie,3040,VIC
Niddrie,3042,VIC
Airport West,3042,VIC
Strathmore Heights,3041,VIC
Avondale Heights,3034,VIC
Essendon West,3040,VIC
Essendon Fields,3041,VIC
Bacchus Marsh,3340,VIC
Darley,3340,VIC
Maddingley,3340,VIC
Merrimu,3340,VIC
Long Forest,3340,VIC
Coimadai,3340,VIC
Myrniong,3341,VIC
Hopetoun Park,3340,VIC
Rowsley,3340,VIC
Balliang East,3340,VIC
Lerderderg,3458,VIC
Greendale,3341,VIC
Blackwood,3458,VIC
Barrys Reef,3458,VIC
Gordon,3345,VIC
Ballan,3342,VIC
Beremboke,3342,VIC
Bungal,3334,VIC
Morrisons,3334,VIC
Ingliston,3342,VIC
Korweinguboora,3461,VIC
Spargo Creek,3461,VIC
Bunding,3342,VIC
Colbrook,3342,VIC
Mount Egerton,3352,VIC
Fiskville,3342,VIC
Mount Wallace,3342,VIC
Dales Creek,3341,VIC
Bolwarrah,3352,VIC
Dunnstown,3352,VIC
Millbrook,3352,VIC
Springbank,3352,VIC
Pootilla,3352,VIC
Navigators,3352,VIC
Yendon,3352,VIC
Lal Lal,3352,VIC
Clarendon,3352,VIC
Cargerie,3334,VIC
Mount Doran,3334,VIC
Bungaree,3352,VIC
Bullarook,3352,VIC
Claretown,3352,VIC
Leigh Creek,3352,VIC
Clarkes Hill,3352,VIC
Barkstead,3364,VIC
Elaine,3334,VIC
Wallace,3352,VIC
Brunswick East,3057,VIC
Brunswick,3056,VIC
Brunswick West,3055,VIC
Fitzroy North,3068,VIC
Pascoe Vale South,3044,VIC
Pascoe Vale,3044,VIC
Coburg,3058,VIC
Coburg North,3058,VIC
Hadfield,3046,VIC
Glenroy,3046,VIC
Oak Park,3046,VIC
Gowanbrae,3043,VIC
Balnarring Beach,3926,VIC
Baxter,3911,VIC
Somerville,3912,VIC
Somers,3927,VIC
Hastings,3915,VIC
Tyabb,3913,VIC
Crib Point,3919,VIC
Tuerong,3915,VIC
Bittern,3918,VIC
Balnarring,3926,VIC
Hmas Cerberus,3920,VIC
Merricks Beach,3926,VIC
Point Leo,3916,VIC
Red Hill South,3937,VIC
Red Hill,3937,VIC
Moorooduc,3933,VIC
Merricks,3916,VIC
Shoreham,3916,VIC
Merricks North,3926,VIC
Dromana,3936,VIC
Safety Beach,3936,VIC
Flinders,3929,VIC
McCrae,3938,VIC
Rosebud,3939,VIC
Arthurs Seat,3936,VIC
Blairgowrie,3942,VIC
Rye,3941,VIC
Tootgarook,3941,VIC
Rosebud West,3940,VIC
Boneo,3939,VIC
Sorrento,3943,VIC
Portsea,3944,VIC
St Andrews Beach,3941,VIC
Cape Schanck,3939,VIC
Mount Martha,3934,VIC
Fingal,3939,VIC
Main Ridge,3928,VIC
Mornington,3931,VIC
Mount Eliza,3930,VIC
Castlemaine,3450,VIC
Moonlight Flat,3450,VIC
McKenzie Hill,3451,VIC
Chewton Bushlands,3451,VIC
Taradale,3447,VIC
Maldon,3463,VIC
Campbells Creek,3451,VIC
Chewton,3451,VIC
Harcourt,3453,VIC
Muckleford,3451,VIC
Welshmans Reef,3462,VIC
Newstead,3462,VIC
Faraday,3451,VIC
Barkers Creek,3451,VIC
Fryerstown,3451,VIC
Golden Point,3451,VIC
Baringhup,3463,VIC
Bradford,3463,VIC
Ravenswood South,3453,VIC
Nuggetty,3463,VIC
Walmer,3463,VIC
Gower,3463,VIC
Sandon,3462,VIC
Yandoit Hills,3461,VIC
Yapeen,3451,VIC
Vaughan,3451,VIC
Elphinstone,3448,VIC
Metcalfe,3448,VIC
Sutton Grange,3448,VIC
Muckleford South,3462,VIC
Green Gully,3462,VIC
Barfold,3444,VIC
Langley,3444,VIC
Metcalfe East,3444,VIC
Tarilta,3451,VIC
Tarrengower,3463,VIC
Baringhup West,3463,VIC
Neereman,3463,VIC
Dundonnell,3271,VIC
Mortlake,3272,VIC
The Sisters,3265,VIC
Framlingham East,3265,VIC
Framlingham,3265,VIC
Ellerslie,3265,VIC
Hexham,3273,VIC
Macarthur,3286,VIC
Byaduk,3301,VIC
Knebsworth,3286,VIC
Gerrigerrup,3289,VIC
Warrabkook,3286,VIC
Caramut,3274,VIC
Minjah,3276,VIC
Minhamite,3287,VIC
Penshurst,3289,VIC
Purdeet,3289,VIC
Woolsthorpe,3276,VIC
Broadwater,3301,VIC
Hawkesdale,3287,VIC
Willatook,3283,VIC
Tarrone,3283,VIC
Orford,3284,VIC
Grassmere,3281,VIC
Nareeb,3293,VIC
Port Fairy,3284,VIC
Koroit,3282,VIC
Tower Hill,3283,VIC
Yambuk,3285,VIC
Southern Cross,3283,VIC
Naringal,3277,VIC
Naringal East,3277,VIC
Toolong,3285,VIC
Rosebrook,3285,VIC
Kirkstall,3283,VIC
Crossley,3283,VIC
Illowa,3282,VIC
Dennington,3280,VIC
Yarpturk,3283,VIC
Yangery,3283,VIC
Mailors Flat,3275,VIC
Bushfield,3281,VIC
Woodford,3281,VIC
Purnim West,3278,VIC
Purnim,3278,VIC
Wangoom,3279,VIC
Warrnambool,3280,VIC
The Cove,3268,VIC
